"City","State","Country","Market","Region","Geo_ID"
"Lima","Lima (city)","Peru","LATAM","South",1954
"Limay","Ile-de-France","France","EU","Central",1955
"Limbe","Sud-Ouest","Cameroon","Africa","Africa",1956
"Limeira","São Paulo","Brazil","LATAM","South",1957
"Limoeiro do Norte","Ceará","Brazil","LATAM","South",1958
"Limoges","Limousin","France","EU","Central",1959
"Linares","Nuevo León","Mexico","LATAM","North",1960
"Lincoln","England","United Kingdom","EU","North",1961
"Lincoln Park","Michigan","United States","US","Central",1962
"Linden","New Jersey","United States","US","East",1963
"Lindenhurst","New York","United States","US","East",1964
"Lingolsheim","Alsace","France","EU","Central",1965
"Linhai","Zhejiang","China","APAC","North Asia",1966
"Linhares","Espírito Santo","Brazil","LATAM","South",1967
"Lins","São Paulo","Brazil","LATAM","South",1968
"Linyi","Shandong","China","APAC","North Asia",1969
"Linz","Upper Austria","Austria","EMEA","EMEA",1970
"Linz","Upper Austria","Austria","EU","Central",1971
"Lippstadt","North Rhine-Westphalia","Germany","EU","Central",1972
"Lisbon","Lisboa","Portugal","EU","South",1973
"Lisichansk","Luhans'k","Ukraine","EMEA","EMEA",1974
"Lisieux","Lower Normandy","France","EU","Central",1975
"Lismore","New South Wales","Australia","APAC","Oceania",1976
"Little Rock","Arkansas","United States","US","South",1977
"Littlehampton","England","United Kingdom","EU","North",1978
"Littleton","Colorado","United States","US","West",1979
"Liuyang","Hunan","China","APAC","North Asia",1980
"Liverpool","England","United Kingdom","EU","North",1981
"Livingston","Scotland","United Kingdom","EU","North",1982
"Livingstone","Southern","Zambia","Africa","Africa",1983
"Livry-Gargan","Ile-de-France","France","EU","Central",1984
"Ljubljana","Ljubljana","Slovenia","EMEA","EMEA",1985
"Lo Prado","Santiago","Chile","LATAM","South",1986
"Lodi","California","United States","US","West",1987
"Lodz","Lodz","Poland","EMEA","EMEA",1988
"Logan","Utah","United States","US","West",1989
"Lohne","Lower Saxony","Germany","EU","Central",1990
"Lokossa","Mono","Benin","Africa","Africa",1991
"Lome","Maritime","Togo","Africa","Africa",1992
"Lomme","Nord-Pas-de-Calais","France","EU","Central",1993
"London","England","United Kingdom","EU","North",1994
"London","Ontario","Canada","Canada","Canada",1995
"Londrina","Parana","Brazil","LATAM","South",1996
"Long Beach","California","United States","US","West",1997
"Long Beach","New York","United States","US","East",1998
"Longjumeau","Ile-de-France","France","EU","Central",1999
"Longmont","Colorado","United States","US","West",2000
"Longueuil","Quebec","Canada","Canada","Canada",2001
"Longview","Washington","United States","US","West",2002
"Lons-le-Saunier","Franche-Comté","France","EU","Central",2003
"Loos","Nord-Pas-de-Calais","France","EU","Central",2004
"Lora del Río","Andalusía","Spain","EU","South",2005
"Lorain","Ohio","United States","US","East",2006
"Lorca","Murcia","Spain","EU","South",2007
"Lorena","São Paulo","Brazil","LATAM","South",2008
"Lorient","Brittany","France","EU","Central",2009
"Lormont","Aquitaine","France","EU","Central",2010
"Los Angeles","California","United States","US","West",2011
"Los Mochis","Sinaloa","Mexico","LATAM","North",2012
"Los Patios","Norte de Santander","Colombia","LATAM","South",2013
"Los Ángeles","Biobio","Chile","LATAM","South",2014
"Loubomo","Niari","Republic of the Congo","Africa","Africa",2015
"Loudi","Hunan","China","APAC","North Asia",2016
"Loughborough","England","United Kingdom","EU","North",2017
"Louisville","Colorado","United States","US","West",2018
"Louisville","Kentucky","United States","US","South",2019
"Loum","Littoral","Cameroon","Africa","Africa",2020
"Loures","Lisboa","Portugal","EU","South",2021
"Louviers","Upper Normandy","France","EU","Central",2022
"Loveland","Colorado","United States","US","West",2023
"Lowell","Massachusetts","United States","US","East",2024
"Lower Hutt","Wellington","New Zealand","APAC","Oceania",2025
"Lowestoft","England","United Kingdom","EU","North",2026
"Luanda","Luanda","Angola","Africa","Africa",2027
"Luanshya","Copperbelt","Zambia","Africa","Africa",2028
"Lubango","Huila","Angola","Africa","Africa",2029
"Lubbock","Texas","United States","US","Central",2030
"Lublin","Lublin","Poland","EMEA","EMEA",2031
"Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa",2032
"Lucca","Tuscany","Italy","EU","South",2033
"Lucerne","Lucerne","Switzerland","EU","Central",2034
"Lucknow","Uttar Pradesh","India","APAC","Central Asia",2035
"Ludhiana","Punjab","India","APAC","Central Asia",2036
"Ludwigsburg","Baden-Württemberg","Germany","EU","Central",2037
"Ludwigsfelde","Brandenburg","Germany","EU","Central",2038
"Ludwigshafen am Rhein","Rhineland-Palatinate","Germany","EU","Central",2039
"Lugo","Galicia","Spain","EU","South",2040
"Lugoj","Timis","Romania","EMEA","EMEA",2041
"Luhans'k","Luhans'k","Ukraine","EMEA","EMEA",2042
"Lund","Skåne","Sweden","EU","North",2043
"Lunel","Languedoc-Roussillon","France","EU","Central",2044
"Luohe","Henan","China","APAC","North Asia",2045
"Luoyang","Fujian","China","APAC","North Asia",2046
"Luoyang","Guangdong","China","APAC","North Asia",2047
"Luoyang","Henan","China","APAC","North Asia",2048
"Lusaka","Lusaka","Zambia","Africa","Africa",2049
"Luton","England","United Kingdom","EU","North",2050
"Luts'k","Volyn","Ukraine","EMEA","EMEA",2051
"Lyon","Rhône-Alpes","France","EU","Central",2052
"Lázaro Cárdenas","Michoacán","Mexico","LATAM","North",2053
"Maastricht","Limburg","Netherlands","EU","Central",2054
"Mabopane","Gauteng","South Africa","Africa","Africa",2055
"Macapá","Amapá","Brazil","LATAM","South",2056
"Maceió","Alagoas","Brazil","LATAM","South",2057
"Macheng","Hubei","China","APAC","North Asia",2058
"Mackay","Queensland","Australia","APAC","Oceania",2059
"Macon","Georgia","United States","US","South",2060
"Madero","Tamaulipas","Mexico","LATAM","North",2061
"Madison","Wisconsin","United States","US","Central",2062
"Madrid","Madrid","Spain","EU","South",2063
"Madurai","Tamil Nadu","India","APAC","Central Asia",2064
"Magdeburg","Saxony-Anhalt","Germany","EU","Central",2065
"Magnitogorsk","Chelyabinsk","Russia","EMEA","EMEA",2066
"Mahajanga","Boeny","Madagascar","Africa","Africa",2067
"Maidenhead","England","United Kingdom","EU","North",2068
"Maidstone","England","United Kingdom","EU","North",2069
"Maiduguri","Borno","Nigeria","Africa","Africa",2070
"Mainz","Rhineland-Palatinate","Germany","EU","Central",2071
"Maisons-Alfort","Ile-de-France","France","EU","Central",2072
"Maisons-Laffitte","Ile-de-France","France","EU","Central",2073
"Majadahonda","Madrid","Spain","EU","South",2074
"Makati","National Capital","Philippines","APAC","Southeast Asia",2075
"Makeni","Northern","Sierra Leone","Africa","Africa",2076
"Makhachkala","Dagestan","Russia","EMEA","EMEA",2077
"Makurdi","Benue","Nigeria","Africa","Africa",2078
"Malakoff","Ile-de-France","France","EU","Central",2079
"Malambo","Atlántico","Colombia","LATAM","South",2080
"Malang","Jawa Timur","Indonesia","APAC","Southeast Asia",2081
"Malanje","Malanje","Angola","Africa","Africa",2082
"Malatya","Malatya","Turkey","EMEA","EMEA",2083
"Malayer","Hamadan","Iran","EMEA","EMEA",2084
"Malden","Massachusetts","United States","US","East",2085
"Malegaon","Maharashtra","India","APAC","Central Asia",2086
"Mallawi","Al Minya","Egypt","Africa","Africa",2087
"Maltepe","Istanbul","Turkey","EMEA","EMEA",2088
"Mamak","Ankara","Turkey","EMEA","EMEA",2089
"Man","Dix-Huit Montagnes","Cote d'Ivoire","Africa","Africa",2090
"Manacapuru","Amazonas","Brazil","LATAM","South",2091
"Manado","Sulawesi Utara","Indonesia","APAC","Southeast Asia",2092
"Managua","Managua","Nicaragua","LATAM","Central",2093
"Manaus","Amazonas","Brazil","LATAM","South",2094
"Manchester","Connecticut","United States","US","East",2095
"Manchester","England","United Kingdom","EU","North",2096
"Mandurah","Western Australia","Australia","APAC","Oceania",2097
"Manfredonia","Apulia","Italy","EU","South",2098
"Mangalore","Karnataka","India","APAC","Central Asia",2099
"Manhattan","Kansas","United States","US","Central",2100
"Manila","National Capital","Philippines","APAC","Southeast Asia",2101
"Manisa","Manisa","Turkey","EMEA","EMEA",2102
"Manizales","Caldas","Colombia","LATAM","South",2103
"Mannheim","Baden-Württemberg","Germany","EU","Central",2104
"Manresa","Catalonia","Spain","EU","South",2105
"Mansfield","England","United Kingdom","EU","North",2106
"Mansfield","Texas","United States","US","Central",2107
"Manteca","California","United States","US","West",2108
"Mantes-la-Jolie","Ile-de-France","France","EU","Central",2109
"Mantes-la-Ville","Ile-de-France","France","EU","Central",2110
"Manukau City","Auckland","New Zealand","APAC","Oceania",2111
"Manzanillo","Colima","Mexico","LATAM","North",2112
"Manzanillo","Granma","Cuba","LATAM","Caribbean",2113
"Manzini","Manzini","Swaziland","Africa","Africa",2114
"Maple Grove","Minnesota","United States","US","Central",2115
"Maputo","Cidade De Maputo","Mozambique","Africa","Africa",2116
"Mar del Plata","Provincia de Buenos Aires","Argentina","LATAM","South",2117
"Maracaibo","Zulia","Venezuela","LATAM","South",2118
"Maracay","Aragua","Venezuela","LATAM","South",2119
"Maradi","Maradi","Niger","Africa","Africa",2120
"Marano di Napoli","Campania","Italy","EU","South",2121
"Marbella","Andalusía","Spain","EU","South",2122
"Mardan","Khyber Pakhtunkhwa","Pakistan","APAC","Central Asia",2123
"Mardin","Mardin","Turkey","EMEA","EMEA",2124
"Margate","England","United Kingdom","EU","North",2125
"Margate","Florida","United States","US","South",2126
"Marietta","Georgia","United States","US","South",2127
"Marignane","Provence-Alpes-Côte d'Azur","France","EU","Central",2128
"Marikina","National Capital","Philippines","APAC","Southeast Asia",2129
"Marina di Carrara","Tuscany","Italy","EU","South",2130
"Maringá","Parana","Brazil","LATAM","South",2131
"Marion","Iowa","United States","US","Central",2132
"Marion","Ohio","United States","US","East",2133
"Mariupol'","Donetsk","Ukraine","EMEA","EMEA",2134
"Markham","Ontario","Canada","Canada","Canada",2135
"Marl","North Rhine-Westphalia","Germany","EU","Central",2136
"Marlborough","Massachusetts","United States","US","East",2137
"Marly-le-Roi","Ile-de-France","France","EU","Central",2138
"Maroua","Extreme-Nord","Cameroon","Africa","Africa",2139
"Marrakech","Marrakech-Tensift-El Haouz","Morocco","Africa","Africa",2140
"Marsa Matruh","Matruh","Egypt","Africa","Africa",2141
"Marsabit","Eastern","Kenya","Africa","Africa",2142
"Marsala","Sicily","Italy","EU","South",2143
"Marseille","Provence-Alpes-Côte d'Azur","France","EU","Central",2144
"Martigues","Provence-Alpes-Côte d'Azur","France","EU","Central",2145
"Mary","Mary","Turkmenistan","EMEA","EMEA",2146
"Maryborough","Queensland","Australia","APAC","Oceania",2147
"Marysville","Washington","United States","US","West",2148
"Masaya","Masaya","Nicaragua","LATAM","Central",2149
"Maseru","Maseru","Lesotho","Africa","Africa",2150
"Mashhad","Razavi Khorasan","Iran","EMEA","EMEA",2151
"Masjed Soleyman","Khuzestan","Iran","EMEA","EMEA",2152
"Mason","Ohio","United States","US","East",2153
"Massa","Tuscany","Italy","EU","South",2154
"Massy","Ile-de-France","France","EU","Central",2155
"Masterton","Wellington","New Zealand","APAC","Oceania",2156
"Matadi","Bas-Congo","Democratic Republic of the Congo","Africa","Africa",2157
"Matagalpa","Matagalpa","Nicaragua","LATAM","Central",2158
"Matanzas","Matanzas","Cuba","LATAM","Caribbean",2159
"Mataram","Nusa Tenggara Barat","Indonesia","APAC","Southeast Asia",2160
"Matehuala","San Luis Potosí","Mexico","LATAM","North",2161
"Mathura","Uttar Pradesh","India","APAC","Central Asia",2162
"Matola","Maputo","Mozambique","Africa","Africa",2163
"Matsubara","Oita","Japan","APAC","North Asia",2164
"Matsudo","Chiba","Japan","APAC","North Asia",2165
"Matsumoto","Nagano","Japan","APAC","North Asia",2166
"Maturín","Monagas","Venezuela","LATAM","South",2167
"Mau","Madhya Pradesh","India","APAC","Central Asia",2168
"Mau","Uttar Pradesh","India","APAC","Central Asia",2169
"Maubeuge","Nord-Pas-de-Calais","France","EU","Central",2170
"Mauguio","Languedoc-Roussillon","France","EU","Central",2171
"Mauá","São Paulo","Brazil","LATAM","South",2172
"Maxixe","Inhambane","Mozambique","Africa","Africa",2173
"Mazyr","Homyel'","Belarus","EMEA","EMEA",2174
"Mbandaka","Equateur","Democratic Republic of the Congo","Africa","Africa",2175
"Mbeya","Mbeya","Tanzania","Africa","Africa",2176
"Mbinga","Ruvuma","Tanzania","Africa","Africa",2177
"Mbuji-mayi","Kasai-Oriental","Democratic Republic of the Congo","Africa","Africa",2178
"Mcallen","Texas","United States","US","Central",2179
"Meaux","Ile-de-France","France","EU","Central",2180
"Mecca","Makkah","Saudi Arabia","EMEA","EMEA",2181
"Mechelen","Antwerp","Belgium","EU","Central",2182
"Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia",2183
"Medea","Medea","Algeria","Africa","Africa",2184
"Medellín","Antioquia","Colombia","LATAM","South",2185
"Medford","Oregon","United States","US","West",2186
"Medina","Al Madinah","Saudi Arabia","EMEA","EMEA",2187
"Medina","Ohio","United States","US","East",2188
"Meerut","Uttar Pradesh","India","APAC","Central Asia",2189
"Meizhou","Guangdong","China","APAC","North Asia",2190
"Mejicanos","San Salvador","El Salvador","LATAM","Central",2191
"Meknes","Meknès-Tafilalet","Morocco","Africa","Africa",2192
"Melbourne","Florida","United States","US","South",2193
"Melbourne","Victoria","Australia","APAC","Oceania",2194
"Melchor Ocampo","México","Mexico","LATAM","North",2195
"Melilla","Melilla","Spain","EU","South",2196
"Melitopol'","Zaporizhzhya","Ukraine","EMEA","EMEA",2197
"Melton","Victoria","Australia","APAC","Oceania",2198
"Melun","Ile-de-France","France","EU","Central",2199
"Memphis","Tennessee","United States","US","South",2200
"Menden","North Rhine-Westphalia","Germany","EU","Central",2201
"Mendoza","Mendoza","Argentina","LATAM","South",2202
"Menemen","Izmir","Turkey","EMEA","EMEA",2203
"Menton","Provence-Alpes-Côte d'Azur","France","EU","Central",2204
"Mentor","Ohio","United States","US","East",2205
"Mentougou","Beijing","China","APAC","North Asia",2206
"Meriden","Connecticut","United States","US","East",2207
"Meridian","Idaho","United States","US","West",2208
"Mersin","Mersin","Turkey","EMEA","EMEA",2209
"Mesa","Arizona","United States","US","West",2210
"Mesquite","Texas","United States","US","Central",2211
"Messaad","Djelfa","Algeria","Africa","Africa",2212
"Messina","Sicily","Italy","EU","South",2213
"Metepec","México","Mexico","LATAM","North",2214
"Metz","Lorraine","France","EU","Central",2215
"Meudon","Ile-de-France","France","EU","Central",2216
"Mexicali","Baja California","Mexico","LATAM","North",2217
"Mexico City","Distrito Federal","Mexico","LATAM","North",2218
"Meyzieu","Rhône-Alpes","France","EU","Central",2219
"Mezitli","Mersin","Turkey","EMEA","EMEA",2220
"Miami","Florida","United States","US","South",2221
"Mianyang","Sichuan","China","APAC","North Asia",2222
"Miass","Chelyabinsk","Russia","EMEA","EMEA",2223
"Middlesbrough","England","United Kingdom","EU","North",2224
"Middletown","Connecticut","United States","US","East",2225
"Midland","Michigan","United States","US","Central",2226
"Midyat","Mardin","Turkey","EMEA","EMEA",2227
"Miguel Hidalgo","Distrito Federal","Mexico","LATAM","North",2228
"Mijas","Andalusía","Spain","EU","South",2229
"Milan","Lombardy","Italy","EU","South",2230
"Mildura","Victoria","Australia","APAC","Oceania",2231
"Milford","Connecticut","United States","US","East",2232
"Millau","Midi-Pyrénées","France","EU","Central",2233
"Milpa Alta","Distrito Federal","Mexico","LATAM","North",2234
"Milwaukee","Wisconsin","United States","US","Central",2235
"Minden","North Rhine-Westphalia","Germany","EU","Central",2236
"Minna","Niger","Nigeria","Africa","Africa",2237
"Minneapolis","Minnesota","United States","US","Central",2238
"Minuf","Al Minufiyah","Egypt","Africa","Africa",2239
"Miramar","Florida","United States","US","South",2240
"Miramar","Tamaulipas","Mexico","LATAM","North",2241
"Miramas","Provence-Alpes-Côte d'Azur","France","EU","Central",2242
"Mirzapur","Uttar Pradesh","India","APAC","Central Asia",2243
"Mishawaka","Indiana","United States","US","Central",2244
"Misratah","Misratah","Libya","Africa","Africa",2245
"Mission Viejo","California","United States","US","West",2246
"Mississauga","Ontario","Canada","Canada","Canada",2247
"Missoula","Montana","United States","US","West",2248
"Missouri City","Texas","United States","US","Central",2249
"Mitry-Mory","Ile-de-France","France","EU","Central",2250
"Mixco","Guatemala","Guatemala","LATAM","Central",2251
"Moa","Holguín","Cuba","LATAM","Caribbean",2252
"Mobile","Alabama","United States","US","South",2253
"Moca","Espaillat","Dominican Republic","LATAM","Caribbean",2254
"Mococa","São Paulo","Brazil","LATAM","South",2255
"Modena","Emilia-Romagna","Italy","EU","South",2256
"Modesto","California","United States","US","West",2257
"Modica","Sicily","Italy","EU","South",2258
"Moers","North Rhine-Westphalia","Germany","EU","Central",2259
"Mogadishu","Banaadir","Somalia","Africa","Africa",2260
"Mogi das Cruzes","São Paulo","Brazil","LATAM","South",2261
"Mohammedia","Grand Casablanca","Morocco","Africa","Africa",2262
"Moissy-Cramayel","Ile-de-France","France","EU","Central",2263
"Molfetta","Apulia","Italy","EU","South",2264
"Molina de Segura","Murcia","Spain","EU","South",2265
"Mombasa","Coast","Kenya","Africa","Africa",2266
"Moncalieri","Piedmont","Italy","EU","South",2267
"Monclova","Coahuila","Mexico","LATAM","North",2268
"Monroe","Louisiana","United States","US","South",2269
"Monroe","North Carolina","United States","US","South",2270
"Monrovia","Montserrado","Liberia","Africa","Africa",2271
"Mons-en-Baroeul","Nord-Pas-de-Calais","France","EU","Central",2272
"Mont-Saint-Aignan","Upper Normandy","France","EU","Central",2273
"Mont-de-Marsan","Aquitaine","France","EU","Central",2274
"Montargis","Centre","France","EU","Central",2275
"Montauban","Midi-Pyrénées","France","EU","Central",2276
"Montbrison","Rhône-Alpes","France","EU","Central",2277
"Montceau-les-Mines","Burgundy","France","EU","Central",2278
"Montebello","California","United States","US","West",2279
"Montecatini Terme","Tuscany","Italy","EU","South",2280
"Montenegro","Quindío","Colombia","LATAM","South",2281
"Montereau-Fault-Yonne","Ile-de-France","France","EU","Central",2282
"Monterrey","Nuevo León","Mexico","LATAM","North",2283
"Montería","Córdoba","Colombia","LATAM","South",2284
"Montes Claros","Minas Gerais","Brazil","LATAM","South",2285
"Montesson","Ile-de-France","France","EU","Central",2286
"Montevideo","Montevideo","Uruguay","LATAM","South",2287
"Montfermeil","Ile-de-France","France","EU","Central",2288
"Montgeron","Ile-de-France","France","EU","Central",2289
"Montgomery","Alabama","United States","US","South",2290
"Montigny-le-Bretonneux","Ile-de-France","France","EU","Central",2291
"Montmorency","Ile-de-France","France","EU","Central",2292
"Montpellier","Languedoc-Roussillon","France","EU","Central",2293
"Montreuil","Ile-de-France","France","EU","Central",2294
"Montrouge","Ile-de-France","France","EU","Central",2295
"Montréal","Quebec","Canada","Canada","Canada",2296
"Monza","Lombardy","Italy","EU","South",2297
"Moorhead","Minnesota","United States","US","Central",2298
"Mopti","Mopti","Mali","Africa","Africa",2299
"Moradabad","Uttar Pradesh","India","APAC","Central Asia",2300
"Morelia","Michoacán","Mexico","LATAM","North",2301
"Moreno Valley","California","United States","US","West",2302
"Morgan Hill","California","United States","US","West",2303
"Morley","England","United Kingdom","EU","North",2304
"Morogoro","Morogoro","Tanzania","Africa","Africa",2305
"Morristown","New Jersey","United States","US","East",2306
"Morón","Ciego de Ávila","Cuba","LATAM","Caribbean",2307
"Moshi","Kilimanjaro","Tanzania","Africa","Africa",2308
"Mosquera","Cundinamarca","Colombia","LATAM","South",2309
"Mossoró","Rio Grande do Norte","Brazil","LATAM","South",2310
"Mostaganem","Mostaganem","Algeria","Africa","Africa",2311
"Mosul","Ninawa","Iraq","EMEA","EMEA",2312
"Mougins","Provence-Alpes-Côte d'Azur","France","EU","Central",2313
"Moulins","Auvergne","France","EU","Central",2314
"Mount Gambier","South Australia","Australia","APAC","Oceania",2315
"Mount Isa","Queensland","Australia","APAC","Oceania",2316
"Mount Pleasant","Michigan","United States","US","Central",2317
"Mount Pleasant","South Carolina","United States","US","South",2318
"Mount Vernon","New York","United States","US","East",2319
"Mouscron","Hainaut","Belgium","EU","Central",2320
"Mpumalanga","Kwazulu-natal","South Africa","Africa","Africa",2321
"Mtwara","Mtwara","Tanzania","Africa","Africa",2322
"Mubi","Adamawa","Nigeria","Africa","Africa",2323
"Mudanjiang","Heilongjiang","China","APAC","North Asia",2324
"Mufulira","Copperbelt","Zambia","Africa","Africa",2325
"Mulhouse","Alsace","France","EU","Central",2326
"Multan","Punjab","Pakistan","APAC","Central Asia",2327
"Mumbai","Maharashtra","India","APAC","Central Asia",2328
"Munich","Bavaria","Germany","EU","Central",2329
"Munster","Lower Saxony","Germany","EU","Central",2330
"Murcia","Murcia","Spain","EU","South",2331
"Muret","Midi-Pyrénées","France","EU","Central",2332
"Murfreesboro","Tennessee","United States","US","South",2333
"Murray","Kentucky","United States","US","South",2334
"Murray","Utah","United States","US","West",2335
"Murray Bridge","South Australia","Australia","APAC","Oceania",2336
"Murrieta","California","United States","US","West",2337
"Muskogee","Oklahoma","United States","US","Central",2338
"Musoma","Mara","Tanzania","Africa","Africa",2339
"Mutare","Manicaland","Zimbabwe","Africa","Africa",2340
"Muzaffarpur","Bihar","India","APAC","Central Asia",2341
"Mwanza","Mwanza","Tanzania","Africa","Africa",2342
"Mykolayiv","Mykolayiv","Ukraine","EMEA","EMEA",2343
"Myslowice","Silesia","Poland","EMEA","EMEA",2344
"Mysore","Karnataka","India","APAC","Central Asia",2345
"Mâcon","Burgundy","France","EU","Central",2346
"Mérida","Mérida","Venezuela","LATAM","South",2347
"Mérida","Yucatán","Mexico","LATAM","North",2348
"Nacka","Stockholm","Sweden","EU","North",2349
"Nagaoka","Shizuoka","Japan","APAC","North Asia",2350
"Nagasaki","Nagasaki","Japan","APAC","North Asia",2351
"Nagercoil","Tamil Nadu","India","APAC","Central Asia",2352
"Nagpur","Maharashtra","India","APAC","Central Asia",2353
"Naihati","West Bengal","India","APAC","Central Asia",2354
"Nairobi","Nairobi","Kenya","Africa","Africa",2355
"Najafabad","Esfahan","Iran","EMEA","EMEA",2356
"Nakhon Ratchasima","Nakhon Ratchasima","Thailand","APAC","Southeast Asia",2357
"Nakuru","Rift Valley","Kenya","Africa","Africa",2358
"Nal'chik","Kabardino-Balkariya","Russia","EMEA","EMEA",2359
"Namangan","Namangan","Uzbekistan","EMEA","EMEA",2360
"Namibe","Namibe","Angola","Africa","Africa",2361
"Nampula","Nampula","Mozambique","Africa","Africa",2362
"Namur","Namur","Belgium","EU","Central",2363
"Nanchang","Jiangxi","China","APAC","North Asia",2364
"Nanchong","Sichuan","China","APAC","North Asia",2365
"Nancy","Lorraine","France","EU","Central",2366
"Nanning","Guangxi","China","APAC","North Asia",2367
"Nanterre","Ile-de-France","France","EU","Central",2368
"Nantes","Pays de la Loire","France","EU","Central",2369
"Nantong","Jiangsu","China","APAC","North Asia",2370
"Nanyang","Henan","China","APAC","North Asia",2371
"Naperville","Illinois","United States","US","Central",2372
"Napier","Hawke's Bay","New Zealand","APAC","Oceania",2373
"Naples","Campania","Italy","EU","South",2374
"Narbonne","Languedoc-Roussillon","France","EU","Central",2375
"Narsingdi","Dhaka","Bangladesh","APAC","Central Asia",2376
"Nashua","New Hampshire","United States","US","East",2377
"Nashville","Tennessee","United States","US","South",2378
"Nasik","Maharashtra","India","APAC","Central Asia",2379
"Natal","Rio Grande do Norte","Brazil","LATAM","South",2380
"Natitingou","Atakora","Benin","Africa","Africa",2381
"Naumburg","Saxony-Anhalt","Germany","EU","Central",2382
"Navegantes","Santa Catarina","Brazil","LATAM","South",2383
"Nazilli","Aydin","Turkey","EMEA","EMEA",2384
"Ndola","Copperbelt","Zambia","Africa","Africa",2385
"Necochea","Provincia de Buenos Aires","Argentina","LATAM","South",2386
"Neijiang","Sichuan","China","APAC","North Asia",2387
"Neiva","Huila","Colombia","LATAM","South",2388
"Nellore","Andhra Pradesh","India","APAC","Central Asia",2389
"Nelson","Nelson","New Zealand","APAC","Oceania",2390
"Neu-Ulm","Bavaria","Germany","EU","Central",2391
"Neubrandenburg","Mecklenburg-Vorpommern","Germany","EU","Central",2392
"Neuilly-Plaisance","Ile-de-France","France","EU","Central",2393
"Neuilly-sur-Marne","Ile-de-France","France","EU","Central",2394
"Neuilly-sur-Seine","Ile-de-France","France","EU","Central",2395
"Neunkirchen","Saarland","Germany","EU","Central",2396
"Neuquén","Neuquén","Argentina","LATAM","South",2397
"Neuwied","Rhineland-Palatinate","Germany","EU","Central",2398
"Nevsehir","Nevsehir","Turkey","EMEA","EMEA",2399
"New Albany","Indiana","United States","US","Central",2400
"New Bedford","Massachusetts","United States","US","East",2401
"New Brunswick","New Jersey","United States","US","East",2402
"New Castle","Indiana","United States","US","Central",2403
"New Delhi","Delhi","India","APAC","Central Asia",2404
"New Plymouth","Taranaki","New Zealand","APAC","Oceania",2405
"New Rochelle","New York","United States","US","East",2406
"New York City","New York","United States","US","East",2407
"Newark","Delaware","United States","US","East",2408
"Newark","Ohio","United States","US","East",2409
"Newcastle","Kwazulu-natal","South Africa","Africa","Africa",2410
"Newcastle","New South Wales","Australia","APAC","Oceania",2411
"Newcastle upon Tyne","England","United Kingdom","EU","North",2412
"Newport News","Virginia","United States","US","South",2413
"Neyshabur","Razavi Khorasan","Iran","EMEA","EMEA",2414
"Ngaoundere","Adamaoua","Cameroon","Africa","Africa",2415
"Nguigmi","Diffa","Niger","Africa","Africa",2416
"Nha Trang","Khánh Hòa","Vietnam","APAC","Southeast Asia",2417
"Niagara Falls","New York","United States","US","East",2418
"Niamey","Niamey","Niger","Africa","Africa",2419
"Nice","Provence-Alpes-Côte d'Azur","France","EU","Central",2420
"Nicolás Romero","México","Mexico","LATAM","North",2421
"Nieuwegein","Utrecht","Netherlands","EU","Central",2422
"Nigde","Nigde","Turkey","EMEA","EMEA",2423
"Nijmegen","Gelderland","Netherlands","EU","Central",2424
"Nikopol'","Dnipropetrovs'k","Ukraine","EMEA","EMEA",2425
"Ningbo","Zhejiang","China","APAC","North Asia",2426
"Ninghai","Shandong","China","APAC","North Asia",2427
"Ninghai","Zhejiang","China","APAC","North Asia",2428
"Niort","Poitou-Charentes","France","EU","Central",2429
"Nishinomiya","Hyogo","Japan","APAC","North Asia",2430
"Niterói","Rio de Janeiro","Brazil","LATAM","South",2431
"Nitra","Nitra","Slovakia","EMEA","EMEA",2432
"Nizamabad","Telangana","India","APAC","Central Asia",2433
"Nizhyn","Chernihiv","Ukraine","EMEA","EMEA",2434
"Nkongsamba","Littoral","Cameroon","Africa","Africa",2435
"Noblesville","Indiana","United States","US","Central",2436
"Noda","Chiba","Japan","APAC","North Asia",2437
"Nogent-sur-Oise","Picardy","France","EU","Central",2438
"Noisy-le-Grand","Ile-de-France","France","EU","Central",2439
"Noisy-le-Sec","Ile-de-France","France","EU","Central",2440
"Norderstedt","Schleswig-Holstein","Germany","EU","Central",2441
"Norfolk","Nebraska","United States","US","Central",2442
"Normal","Illinois","United States","US","Central",2443
"Norman","Oklahoma","United States","US","Central",2444
"North Charleston","South Carolina","United States","US","South",2445
"North Las Vegas","Nevada","United States","US","West",2446
"North Miami","Florida","United States","US","South",2447
"North York","Ontario","Canada","Canada","Canada",2448
"Northampton","England","United Kingdom","EU","North",2449
"Northwich","England","United Kingdom","EU","North",2450
"Norwich","Connecticut","United States","US","East",2451
"Norwich","England","United Kingdom","EU","North",2452
"Nottingham","England","United Kingdom","EU","North",2453
"Nouakchott","Nouakchott","Mauritania","Africa","Africa",2454
"Nova Serrana","Minas Gerais","Brazil","LATAM","South",2455
"Novara","Piedmont","Italy","EU","South",2456
"Novo Cruzeiro","Minas Gerais","Brazil","LATAM","South",2457
"Novo Gama","Goiás","Brazil","LATAM","South",2458
"Nowra","New South Wales","Australia","APAC","Oceania",2459
"Nueva Gerona","Isla de la Juventud","Cuba","LATAM","Caribbean",2460
