"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"OFF-PA-10000289","Office Supplies","Paper","Xerox 213","Normal"
"OFF-PA-10000295","Office Supplies","Paper","Xerox 229","Normal"
"OFF-PA-10000300","Office Supplies","Paper","Green Bar Cards & Envelopes, Premium","Normal"
"OFF-PA-10000301","Office Supplies","Paper","Enermax Parchment Paper, Premium","Normal"
"OFF-PA-10000302","Office Supplies","Paper","Eaton Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10000304","Office Supplies","Paper","Xerox 1995","Normal"
"OFF-PA-10000308","Office Supplies","Paper","Xerox 1901","Normal"
"OFF-PA-10000312","Office Supplies","Paper","Xerox 1955","Normal"
"OFF-PA-10000317","Office Supplies","Paper","Xerox Computer Printout Paper, Premium","Normal"
"OFF-PA-10000318","Office Supplies","Paper","Enermax Message Books, Multicolor","Normal"
"OFF-PA-10000320","Office Supplies","Paper","Enermax Parchment Paper, Multicolor","Normal"
"OFF-PA-10000327","Office Supplies","Paper","Xerox 1971","Normal"
"OFF-PA-10000344","Office Supplies","Paper","SanDisk Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10000349","Office Supplies","Paper","Staples","Normal"
"OFF-PA-10000350","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","Normal"
"OFF-PA-10000354","Office Supplies","Paper","Xerox Computer Printout Paper, Multicolor","High Discount"
"OFF-PA-10000357","Office Supplies","Paper","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","Normal"
"OFF-PA-10000362","Office Supplies","Paper","Xerox Parchment Paper, Premium","Normal"
"OFF-PA-10000373","Office Supplies","Paper","Xerox Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10000380","Office Supplies","Paper","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","Normal"
"OFF-PA-10000382","Office Supplies","Paper","SanDisk Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10000383","Office Supplies","Paper","Green Bar Note Cards, Premium","Normal"
"OFF-PA-10000393","Office Supplies","Paper","Xerox Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10000418","Office Supplies","Paper","Xerox 189","Normal"
"OFF-PA-10000420","Office Supplies","Paper","Green Bar Cards & Envelopes, 8.5 x 11","High Discount"
"OFF-PA-10000423","Office Supplies","Paper","Enermax Computer Printout Paper, Recycled","Normal"
"OFF-PA-10000450","Office Supplies","Paper","Green Bar Note Cards, Multicolor","Normal"
"OFF-PA-10000453","Office Supplies","Paper","Xerox Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10000466","Office Supplies","Paper","Memo Book, 100 Message Capacity, 5 3/8 x 11","Normal"
"OFF-PA-10000474","Office Supplies","Paper","Staples","Normal"
"OFF-PA-10000476","Office Supplies","Paper","Eaton Computer Printout Paper, Premium","Normal"
"OFF-PA-10000477","Office Supplies","Paper","Xerox 1952","Normal"
"OFF-PA-10000482","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Normal"
"OFF-PA-10000483","Office Supplies","Paper","Xerox 19","Normal"
"OFF-PA-10000501","Office Supplies","Paper","Petty Cash Envelope","Normal"
"OFF-PA-10000520","Office Supplies","Paper","Xerox 201","Normal"
"OFF-PA-10000522","Office Supplies","Paper","Green Bar Message Books, Multicolor","Normal"
"OFF-PA-10000527","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10000528","Office Supplies","Paper","Xerox 1981","Normal"
"OFF-PA-10000533","Office Supplies","Paper","Southworth Parchment Paper & Envelopes","Normal"
"OFF-PA-10000540","Office Supplies","Paper","Enermax Note Cards, Multicolor","Normal"
"OFF-PA-10000551","Office Supplies","Paper","Array Memo Cubes","Normal"
"OFF-PA-10000552","Office Supplies","Paper","Xerox 200","Normal"
"OFF-PA-10000556","Office Supplies","Paper","Xerox 208","Normal"
"OFF-PA-10000562","Office Supplies","Paper","Enermax Message Books, Multicolor","Normal"
"OFF-PA-10000565","Office Supplies","Paper","Staples","Normal"
"OFF-PA-10000575","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","Normal"
"OFF-PA-10000579","Office Supplies","Paper","Xerox Computer Printout Paper, Recycled","Normal"
"OFF-PA-10000587","Office Supplies","Paper","Array Parchment Paper, Assorted Colors","Normal"
"OFF-PA-10000588","Office Supplies","Paper","SanDisk Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10000591","Office Supplies","Paper","Green Bar Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10000595","Office Supplies","Paper","Xerox 1929","Normal"
"OFF-PA-10000601","Office Supplies","Paper","Eaton Parchment Paper, Premium","High Discount"
"OFF-PA-10000605","Office Supplies","Paper","Xerox 1950","Normal"
"OFF-PA-10000644","Office Supplies","Paper","Green Bar Cards & Envelopes, Recycled","High Discount"
"OFF-PA-10000655","Office Supplies","Paper","Enermax Parchment Paper, Multicolor","Normal"
"OFF-PA-10000659","Office Supplies","Paper","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","Normal"
"OFF-PA-10000673","Office Supplies","Paper","Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad","Normal"
"OFF-PA-10000675","Office Supplies","Paper","Xerox 1919","Normal"
"OFF-PA-10000677","Office Supplies","Paper","Green Bar Memo Slips, Premium","Normal"
"OFF-PA-10000682","Office Supplies","Paper","Xerox 1924","Normal"
"OFF-PA-10000694","Office Supplies","Paper","Green Bar Message Books, Premium","Normal"
"OFF-PA-10000697","Office Supplies","Paper","TOPS Voice Message Log Book, Flash Format","Normal"
"OFF-PA-10000705","Office Supplies","Paper","Eaton Note Cards, Multicolor","Normal"
"OFF-PA-10000721","Office Supplies","Paper","Enermax Cards & Envelopes, Recycled","Normal"
"OFF-PA-10000726","Office Supplies","Paper","Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","Normal"
"OFF-PA-10000731","Office Supplies","Paper","Enermax Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10000740","Office Supplies","Paper","Xerox 1982","Normal"
"OFF-PA-10000743","Office Supplies","Paper","Xerox 1977","Normal"
"OFF-PA-10000745","Office Supplies","Paper","Green Bar Memo Slips, Recycled","Normal"
"OFF-PA-10000752","Office Supplies","Paper","Xerox Note Cards, Premium","Normal"
"OFF-PA-10000756","Office Supplies","Paper","Enermax Computer Printout Paper, Premium","Normal"
"OFF-PA-10000758","Office Supplies","Paper","SanDisk Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10000776","Office Supplies","Paper","Xerox Cards & Envelopes, Premium","Normal"
"OFF-PA-10000781","Office Supplies","Paper","Eaton Message Books, 8.5 x 11","Normal"
"OFF-PA-10000788","Office Supplies","Paper","Xerox 210","Normal"
"OFF-PA-10000791","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Normal"
"OFF-PA-10000806","Office Supplies","Paper","Xerox 1934","Normal"
"OFF-PA-10000807","Office Supplies","Paper","TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad","Normal"
"OFF-PA-10000809","Office Supplies","Paper","Xerox 206","Normal"
"OFF-PA-10000816","Office Supplies","Paper","Enermax Memo Slips, Recycled","Normal"
"OFF-PA-10000824","Office Supplies","Paper","Enermax Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10000827","Office Supplies","Paper","Enermax Message Books, 8.5 x 11","Normal"
"OFF-PA-10000850","Office Supplies","Paper","SanDisk Parchment Paper, Multicolor","Normal"
"OFF-PA-10000859","Office Supplies","Paper","Unpadded Memo Slips","Normal"
"OFF-PA-10000863","Office Supplies","Paper","Enermax Parchment Paper, Recycled","Normal"
"OFF-PA-10000867","Office Supplies","Paper","SanDisk Message Books, Multicolor","Normal"
"OFF-PA-10000871","Office Supplies","Paper","Enermax Cards & Envelopes, Recycled","Normal"
"OFF-PA-10000872","Office Supplies","Paper","Xerox Parchment Paper, Multicolor","Normal"
"OFF-PA-10000876","Office Supplies","Paper","Eaton Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10000878","Office Supplies","Paper","SanDisk Note Cards, Multicolor","Normal"
"OFF-PA-10000908","Office Supplies","Paper","Xerox Note Cards, Premium","Normal"
"OFF-PA-10000915","Office Supplies","Paper","Eaton Note Cards, 8.5 x 11","Normal"
"OFF-PA-10000919","Office Supplies","Paper","Xerox 1918","Normal"
"OFF-PA-10000924","Office Supplies","Paper","Green Bar Message Books, Multicolor","Normal"
"OFF-PA-10000935","Office Supplies","Paper","SanDisk Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10000944","Office Supplies","Paper","Enermax Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10000947","Office Supplies","Paper","Eaton Memo Slips, Premium","Normal"
"OFF-PA-10000951","Office Supplies","Paper","Enermax Note Cards, Multicolor","Normal"
"OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes","Normal"
"OFF-PA-10000960","Office Supplies","Paper","Xerox Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10000961","Office Supplies","Paper","Green Bar Parchment Paper, Premium","Normal"
"OFF-PA-10000976","Office Supplies","Paper","Green Bar Cards & Envelopes, Premium","Normal"
"OFF-PA-10000994","Office Supplies","Paper","Xerox 1915","Normal"
"OFF-PA-10001001","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","Normal"
"OFF-PA-10001004","Office Supplies","Paper","Eaton Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10001006","Office Supplies","Paper","Eaton Message Books, Recycled","Normal"
"OFF-PA-10001019","Office Supplies","Paper","Xerox 1884","Normal"
"OFF-PA-10001033","Office Supplies","Paper","Xerox 1893","Normal"
"OFF-PA-10001085","Office Supplies","Paper","Eaton Computer Printout Paper, Premium","High Discount"
"OFF-PA-10001086","Office Supplies","Paper","Enermax Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10001091","Office Supplies","Paper","Eaton Computer Printout Paper, Recycled","Normal"
"OFF-PA-10001115","Office Supplies","Paper","SanDisk Parchment Paper, Multicolor","High Discount"
"OFF-PA-10001125","Office Supplies","Paper","Xerox 1988","Normal"
"OFF-PA-10001142","Office Supplies","Paper","Green Bar Note Cards, Multicolor","Normal"
"OFF-PA-10001144","Office Supplies","Paper","Xerox 1913","Normal"
"OFF-PA-10001164","Office Supplies","Paper","Green Bar Message Books, Recycled","Normal"
"OFF-PA-10001166","Office Supplies","Paper","Xerox 2","Normal"
"OFF-PA-10001170","Office Supplies","Paper","Xerox Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10001178","Office Supplies","Paper","Enermax Note Cards, 8.5 x 11","Normal"
"OFF-PA-10001184","Office Supplies","Paper","Xerox 1903","Normal"
"OFF-PA-10001204","Office Supplies","Paper","Xerox 1972","Normal"
"OFF-PA-10001212","Office Supplies","Paper","Xerox Message Books, Recycled","Normal"
"OFF-PA-10001215","Office Supplies","Paper","Xerox 1963","Normal"
"OFF-PA-10001223","Office Supplies","Paper","SanDisk Cards & Envelopes, Premium","Normal"
"OFF-PA-10001236","Office Supplies","Paper","Enermax Message Books, Recycled","Normal"
"OFF-PA-10001243","Office Supplies","Paper","Xerox 1983","Normal"
"OFF-PA-10001246","Office Supplies","Paper","Xerox 215","Normal"
"OFF-PA-10001258","Office Supplies","Paper","Green Bar Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10001259","Office Supplies","Paper","Green Bar Note Cards, 8.5 x 11","Normal"
"OFF-PA-10001260","Office Supplies","Paper","TOPS Money Receipt Book, Consecutively Numbered in Red,","Normal"
"OFF-PA-10001274","Office Supplies","Paper","Loose Memo Sheets","Normal"
"OFF-PA-10001275","Office Supplies","Paper","Xerox Note Cards, Multicolor","Normal"
"OFF-PA-10001281","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Fine Perforations","Normal"
"OFF-PA-10001283","Office Supplies","Paper","Green Bar Parchment Paper, Premium","Normal"
"OFF-PA-10001289","Office Supplies","Paper","White Computer Printout Paper by Universal","Normal"
"OFF-PA-10001293","Office Supplies","Paper","Xerox 1946","Normal"
"OFF-PA-10001294","Office Supplies","Paper","Enermax Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10001295","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Perforations","Normal"
"OFF-PA-10001301","Office Supplies","Paper","SanDisk Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10001302","Office Supplies","Paper","Eaton Memo Slips, Recycled","Normal"
"OFF-PA-10001307","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","Normal"
"OFF-PA-10001323","Office Supplies","Paper","Eaton Note Cards, 8.5 x 11","Normal"
"OFF-PA-10001327","Office Supplies","Paper","SanDisk Cards & Envelopes, Recycled","Normal"
"OFF-PA-10001348","Office Supplies","Paper","Eaton Note Cards, Multicolor","Normal"
"OFF-PA-10001351","Office Supplies","Paper","Enermax Message Books, Multicolor","Normal"
"OFF-PA-10001357","Office Supplies","Paper","Xerox 1886","Normal"
"OFF-PA-10001363","Office Supplies","Paper","Xerox 1933","Normal"
"OFF-PA-10001370","Office Supplies","Paper","SanDisk Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10001371","Office Supplies","Paper","Xerox Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001385","Office Supplies","Paper","Xerox Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10001409","Office Supplies","Paper","Green Bar Memo Slips, Multicolor","High Discount"
"OFF-PA-10001421","Office Supplies","Paper","Green Bar Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10001445","Office Supplies","Paper","Eaton Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10001448","Office Supplies","Paper","Xerox Note Cards, Recycled","High Discount"
"OFF-PA-10001450","Office Supplies","Paper","Rediform S.O.S. Phone Message Books","Normal"
"OFF-PA-10001456","Office Supplies","Paper","Eaton Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10001457","Office Supplies","Paper","White GlueTop Scratch Pads","Normal"
"OFF-PA-10001461","Office Supplies","Paper","HP Office Paper (20Lb. and 87 Bright)","Normal"
"OFF-PA-10001466","Office Supplies","Paper","Eaton Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001470","Office Supplies","Paper","Green Bar Message Books, 8.5 x 11","Normal"
"OFF-PA-10001471","Office Supplies","Paper","Strathmore Photo Frame Cards","Normal"
"OFF-PA-10001492","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10001495","Office Supplies","Paper","Xerox Parchment Paper, Recycled","Normal"
"OFF-PA-10001497","Office Supplies","Paper","Xerox 1914","Normal"
"OFF-PA-10001509","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","Normal"
"OFF-PA-10001516","Office Supplies","Paper","Xerox Note Cards, Recycled","Normal"
"OFF-PA-10001523","Office Supplies","Paper","Enermax Cards & Envelopes, Premium","Normal"
"OFF-PA-10001526","Office Supplies","Paper","Xerox 1949","Normal"
"OFF-PA-10001531","Office Supplies","Paper","Eaton Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10001534","Office Supplies","Paper","Xerox 230","Normal"
"OFF-PA-10001536","Office Supplies","Paper","SanDisk Message Books, 8.5 x 11","Normal"
"OFF-PA-10001537","Office Supplies","Paper","Green Bar Note Cards, 8.5 x 11","Normal"
"OFF-PA-10001560","Office Supplies","Paper","Adams Telephone Message Books, 5 1/4 x 11","Normal"
"OFF-PA-10001569","Office Supplies","Paper","Xerox 232","Normal"
"OFF-PA-10001576","Office Supplies","Paper","Eaton Memo Slips, Multicolor","Normal"
"OFF-PA-10001578","Office Supplies","Paper","Eaton Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10001583","Office Supplies","Paper","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","Normal"
"OFF-PA-10001593","Office Supplies","Paper","Xerox 1947","Normal"
"OFF-PA-10001595","Office Supplies","Paper","Enermax Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10001609","Office Supplies","Paper","Tops Wirebound Message Log Books","Normal"
"OFF-PA-10001620","Office Supplies","Paper","SanDisk Memo Slips, Recycled","Normal"
"OFF-PA-10001622","Office Supplies","Paper","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","Normal"
"OFF-PA-10001639","Office Supplies","Paper","Xerox 203","Normal"
"OFF-PA-10001650","Office Supplies","Paper","Xerox Message Books, Premium","Normal"
"OFF-PA-10001653","Office Supplies","Paper","Green Bar Memo Slips, Multicolor","Normal"
"OFF-PA-10001656","Office Supplies","Paper","SanDisk Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10001661","Office Supplies","Paper","SanDisk Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001662","Office Supplies","Paper","Green Bar Note Cards, Premium","Normal"
"OFF-PA-10001667","Office Supplies","Paper","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Normal"
"OFF-PA-10001685","Office Supplies","Paper","Eaton Parchment Paper, Recycled","Normal"
"OFF-PA-10001686","Office Supplies","Paper","SanDisk Memo Slips, Premium","Normal"
"OFF-PA-10001691","Office Supplies","Paper","Green Bar Note Cards, Premium","Normal"
"OFF-PA-10001708","Office Supplies","Paper","Green Bar Note Cards, Premium","Normal"
"OFF-PA-10001712","Office Supplies","Paper","Xerox 1948","Normal"
"OFF-PA-10001720","Office Supplies","Paper","Xerox Parchment Paper, Multicolor","Normal"
"OFF-PA-10001722","Office Supplies","Paper","SanDisk Message Books, Premium","Normal"
"OFF-PA-10001725","Office Supplies","Paper","Xerox 1892","Normal"
"OFF-PA-10001733","Office Supplies","Paper","Xerox Memo Slips, Recycled","Normal"
"OFF-PA-10001735","Office Supplies","Paper","Xerox Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10001736","Office Supplies","Paper","Xerox 1880","Normal"
"OFF-PA-10001745","Office Supplies","Paper","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","Normal"
"OFF-PA-10001752","Office Supplies","Paper","Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Normal"
"OFF-PA-10001758","Office Supplies","Paper","Enermax Note Cards, Premium","Normal"
"OFF-PA-10001761","Office Supplies","Paper","Eaton Message Books, Multicolor","Normal"
"OFF-PA-10001763","Office Supplies","Paper","Xerox 1896","Normal"
"OFF-PA-10001776","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Normal"
"OFF-PA-10001790","Office Supplies","Paper","Xerox 1910","Normal"
"OFF-PA-10001795","Office Supplies","Paper","Green Bar Message Books, Premium","Normal"
"OFF-PA-10001800","Office Supplies","Paper","Xerox 220","Normal"
"OFF-PA-10001801","Office Supplies","Paper","Xerox Memo Slips, Premium","Normal"
"OFF-PA-10001804","Office Supplies","Paper","Xerox 195","Normal"
"OFF-PA-10001815","Office Supplies","Paper","Xerox 1885","Normal"
"OFF-PA-10001818","Office Supplies","Paper","Green Bar Note Cards, Multicolor","Normal"
"OFF-PA-10001826","Office Supplies","Paper","Xerox 207","Normal"
"OFF-PA-10001835","Office Supplies","Paper","SanDisk Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001837","Office Supplies","Paper","Xerox 1976","Normal"
"OFF-PA-10001838","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","Normal"
"OFF-PA-10001844","Office Supplies","Paper","Eaton Message Books, 8.5 x 11","Normal"
"OFF-PA-10001846","Office Supplies","Paper","Xerox 1899","Normal"
"OFF-PA-10001849","Office Supplies","Paper","SanDisk Cards & Envelopes, Recycled","Normal"
"OFF-PA-10001850","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10001858","Office Supplies","Paper","SanDisk Message Books, Multicolor","Normal"
"OFF-PA-10001869","Office Supplies","Paper","Green Bar Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001870","Office Supplies","Paper","Xerox 202","Normal"
"OFF-PA-10001878","Office Supplies","Paper","Xerox 1891","Normal"
"OFF-PA-10001892","Office Supplies","Paper","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","Normal"
"OFF-PA-10001905","Office Supplies","Paper","Eaton Message Books, Recycled","Normal"
"OFF-PA-10001934","Office Supplies","Paper","Xerox 1993","Normal"
"OFF-PA-10001937","Office Supplies","Paper","Xerox 21","Normal"
"OFF-PA-10001944","Office Supplies","Paper","SanDisk Computer Printout Paper, Premium","Normal"
"OFF-PA-10001947","Office Supplies","Paper","Xerox 1974","Normal"
"OFF-PA-10001950","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes","Normal"
"OFF-PA-10001952","Office Supplies","Paper","Xerox 1902","Normal"
"OFF-PA-10001954","Office Supplies","Paper","Xerox 1964","Normal"
"OFF-PA-10001968","Office Supplies","Paper","Eaton Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10001970","Office Supplies","Paper","Xerox 1908","Normal"
"OFF-PA-10001971","Office Supplies","Paper","Eaton Cards & Envelopes, Premium","Normal"
"OFF-PA-10001972","Office Supplies","Paper","Eaton Message Books, Premium","Normal"
"OFF-PA-10001977","Office Supplies","Paper","Xerox 194","Normal"
"OFF-PA-10001979","Office Supplies","Paper","Enermax Message Books, Premium","Normal"
"OFF-PA-10001994","Office Supplies","Paper","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","Normal"
"OFF-PA-10002001","Office Supplies","Paper","Xerox 1984","Normal"
"OFF-PA-10002005","Office Supplies","Paper","Xerox 225","Normal"
"OFF-PA-10002011","Office Supplies","Paper","SanDisk Parchment Paper, Premium","Normal"
"OFF-PA-10002022","Office Supplies","Paper","Xerox Message Books, 8.5 x 11","Normal"
"OFF-PA-10002033","Office Supplies","Paper","Green Bar Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002036","Office Supplies","Paper","Xerox 1930","Normal"
"OFF-PA-10002040","Office Supplies","Paper","Green Bar Cards & Envelopes, Multicolor","Normal"
"OFF-PA-10002043","Office Supplies","Paper","SanDisk Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002047","Office Supplies","Paper","Green Bar Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002073","Office Supplies","Paper","Green Bar Parchment Paper, 8.5 x 11","Normal"
"OFF-PA-10002101","Office Supplies","Paper","Xerox Parchment Paper, Multicolor","Normal"
"OFF-PA-10002105","Office Supplies","Paper","Xerox 223","Normal"
"OFF-PA-10002109","Office Supplies","Paper","SanDisk Message Books, Premium","Normal"
"OFF-PA-10002120","Office Supplies","Paper","Xerox 1889","Normal"
"OFF-PA-10002137","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb.","Normal"
"OFF-PA-10002160","Office Supplies","Paper","Xerox 1978","Normal"
"OFF-PA-10002193","Office Supplies","Paper","Xerox Memo Slips, 8.5 x 11","High Discount"
"OFF-PA-10002195","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Normal"
"OFF-PA-10002196","Office Supplies","Paper","Green Bar Message Books, Recycled","Normal"
"OFF-PA-10002218","Office Supplies","Paper","Enermax Note Cards, Multicolor","Normal"
"OFF-PA-10002219","Office Supplies","Paper","SanDisk Parchment Paper, Multicolor","Normal"
"OFF-PA-10002222","Office Supplies","Paper","Xerox Color Copier Paper, 11"" x 17"", Ream","Normal"
"OFF-PA-10002230","Office Supplies","Paper","Xerox 1897","Normal"
"OFF-PA-10002231","Office Supplies","Paper","Green Bar Computer Printout Paper, Premium","High Discount"
"OFF-PA-10002237","Office Supplies","Paper","Enermax Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10002245","Office Supplies","Paper","Xerox 1895","Normal"
"OFF-PA-10002246","Office Supplies","Paper","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","Normal"
"OFF-PA-10002248","Office Supplies","Paper","Green Bar Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10002250","Office Supplies","Paper","Things To Do Today Pad","Normal"
"OFF-PA-10002254","Office Supplies","Paper","Xerox 1883","Normal"
"OFF-PA-10002258","Office Supplies","Paper","Green Bar Message Books, 8.5 x 11","High Discount"
"OFF-PA-10002259","Office Supplies","Paper","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","Normal"
"OFF-PA-10002262","Office Supplies","Paper","Xerox 192","Normal"
"OFF-PA-10002292","Office Supplies","Paper","SanDisk Computer Printout Paper, Recycled","Normal"
"OFF-PA-10002295","Office Supplies","Paper","Xerox Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002303","Office Supplies","Paper","Eaton Parchment Paper, Multicolor","Normal"
"OFF-PA-10002319","Office Supplies","Paper","Xerox 1944","Normal"
"OFF-PA-10002328","Office Supplies","Paper","Eaton Memo Slips, Recycled","Normal"
"OFF-PA-10002333","Office Supplies","Paper","Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream","Normal"
"OFF-PA-10002338","Office Supplies","Paper","Green Bar Parchment Paper, Recycled","Normal"
"OFF-PA-10002352","Office Supplies","Paper","Eaton Parchment Paper, Premium","Normal"
"OFF-PA-10002356","Office Supplies","Paper","Xerox Parchment Paper, Recycled","Normal"
"OFF-PA-10002360","Office Supplies","Paper","SanDisk Computer Printout Paper, 8.5 x 11","Normal"
"OFF-PA-10002363","Office Supplies","Paper","Eaton Message Books, Recycled","Normal"
"OFF-PA-10002365","Office Supplies","Paper","Xerox 1967","Normal"
"OFF-PA-10002369","Office Supplies","Paper","Eaton Parchment Paper, Multicolor","Normal"
"OFF-PA-10002370","Office Supplies","Paper","Xerox Parchment Paper, Recycled","Normal"
"OFF-PA-10002371","Office Supplies","Paper","Green Bar Message Books, 8.5 x 11","Normal"
"OFF-PA-10002372","Office Supplies","Paper","SanDisk Computer Printout Paper, Recycled","Normal"
"OFF-PA-10002373","Office Supplies","Paper","Enermax Parchment Paper, Premium","Normal"
"OFF-PA-10002377","Office Supplies","Paper","Xerox 1916","Normal"
"OFF-PA-10002382","Office Supplies","Paper","Eaton Note Cards, Premium","Normal"
"OFF-PA-10002394","Office Supplies","Paper","Eaton Computer Printout Paper, Recycled","Normal"
"OFF-PA-10002396","Office Supplies","Paper","Eaton Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10002416","Office Supplies","Paper","Xerox Memo Slips, 8.5 x 11","Normal"
"OFF-PA-10002418","Office Supplies","Paper","Green Bar Message Books, Multicolor","Normal"
"OFF-PA-10002421","Office Supplies","Paper","Embossed Ink Jet Note Cards","Normal"
"OFF-PA-10002461","Office Supplies","Paper","Eaton Parchment Paper, Multicolor","Normal"
"OFF-PA-10002464","Office Supplies","Paper","Green Bar Computer Printout Paper, Multicolor","Normal"
"OFF-PA-10002473","Office Supplies","Paper","SanDisk Note Cards, Multicolor","Normal"
"OFF-PA-10002477","Office Supplies","Paper","Enermax Message Books, Multicolor","Normal"
"OFF-PA-10002479","Office Supplies","Paper","Enermax Cards & Envelopes, 8.5 x 11","Normal"
"OFF-PA-10002488","Office Supplies","Paper","Xerox Message Books, Multicolor","Normal"
"OFF-PA-10002499","Office Supplies","Paper","Xerox 1890","Normal"
"OFF-PA-10002514","Office Supplies","Paper","Xerox Memo Slips, Premium","Normal"
